AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	ILF3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B4BF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF
PABPC4	0	0	0	0	0	0	0.331195619253668	0	0	0	0	0	0	0	0	-0.318205631511962	1.90560237745281	0	0	1.31389385580238	0	1.19901328173323	0	0	0.00207472159904468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467770485645473	0	0	0	0	0	0	0	0	0.109442987594659	0	0	0	0	7.1924559330134	0	0.147581948846356	0	3.4645170835589	0	0.384882030070938	0	0	0	0.319772083700092	0	29.624830421504	0	0	0	0	0	0	0	0	0	0	0	0	0.289570674648727	0	0	1.50598036443035	0	0	0	0	0	0	0	0	0	0	0	1.37462923530912	0	0	0	0	0	0	0	0	-0.337966887559106	0	0	0	0	0	0	0	0.99341885202259	0	0	0	0	0.280198061055193
PABPN1	0	0	0	0	0	0	0	-0.164418000066256	0	0	0	0	0	0	0	0	-0.222011923451293	0	0	0.402933516811196	0	0	0	0	0	0	0	-0.220706974214269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01743066187681	0	0	0	0	0	0	0	0	0	43.9390276030673	0	0	0	0.300148088547706	0	-0.436716411401591	0	0.0777940905267929	0	0	0	-0.0644314319384807	-0.0486676528538891	0	0	0	0	0	-1.07089152278672	0	-0.324928861751149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.726338817773482	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP1	0.481928062102946	0	0	0	0.0329359909766251	0	0	0	0	0	0	0	0	0	0	0	0.107488630491537	0	0	0	1.01168179470599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00760127896055309	0	0	0	0	0	0	2.61505153343256	0	0	0	0	0	0	0.194023871958348	0	0	0	0	0	0	0.623068958915754	0	0	0.307234630345392	0	0	0	20.1900001317144	3.16519082260973	0	0	0	0	0	0	0	0	0	0	0.131441482505515	0	0	0	0	0	0	0	0.0744540734867123	0	0	0	0	0	0.806038328533041	0	0	0	0.16004485640265	0.107681264378492	0	0	0.0306394695885918	0	-0.0656526727463839	0	0	0	0	0	0.00543057982970828	0	0	0	0	0	0
PCBP2	0	0	0	0	0.0329359909766251	0	0	0.112476694826966	0	0	0	0	0	0	0	0	0	0	0	0	1.1803690714794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604054437683754	0	0	0	0	0	4.29809863736169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08667374909915	14.926739607987	0	-0.114389927962191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0362288474683441	0	0	0	0	0	0	0	0.568647434119717	0.726338817773482	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF6	0.598374526468297	0.694595168278052	0	0	0	0	0	0	0	0	0	0	0	0	0.694595168278052	0	0	0	0	0	0	0	0	0	0	0.643208182282248	0	0	0	0	0	0	0	0.727524389770311	0	0	0	0	0	0	0	0.467770485645473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739049761005837	0	0	0	0	0	0.677405967259422	0.622892326884702	0	0.497511803430532	0	0	0	0	0	0.694595168278052	0	0	0	0.728675243374325	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343794439224781	0	0	0	0	0.42469053008282	0	0	0	0	0	0	0	0	0	0.229490034002419	0	0	0.598925579100474	0	0	0	0	0	0	0	0.698416620329144	0	0
PPIG	-1.12618782595929	0	0	-0.557356379765912	0	0	-0.138543124709513	-6.74582069382676	0	-1.59469590327878	-0.284881642729475	0	0	0	0	0.0498580471727939	-3.90050929928194	0	0	0	0	0	0	0	-2.39810568458632	-0.127955632175227	-0.259623839796107	-4.67397440860847	0	0	0	0	0	0	0	0	0	0	0	-0.0743122903096494	0	-1.41550399705196	-0.0604054437683754	0	0	0	0	0	0	0	0	0	0	0	-0.853185348994548	-1.16384211358638	-0.304425080515465	-0.0381938927412988	0	-0.2810693309689	0	-1.37392269000121	-0.943358544415196	-0.723166924967928	0	-2.32435524359842	0	-0.91829232462571	0	-0.598189678817636	-0.638515353212085	0	86.2477785420648	-0.167471309189153	-2.4147671923726	-0.459881599764325	0	0	0	-0.0585012029032852	-1.15067748510018	-5.27058314656533	0	-1.51361527904617	0	0	-0.488925662240525	-5.86211205778081	0	-1.25733709655368	0	0	0	0	0	-0.806038328533041	0	0	0	-1.53315950470296	-0.107681264378492	0	0	-0.0306394695885918	-1.02273413860234	-0.00102699192602733	0	0	0	0	0	-1.57426877783013	-0.0892626728351712	0	0	-0.616539073709314	0	-0.789569152122396
PRPF4	0	0	0	0	0	0	0	0	-0.183167871236371	0	0	0	0	1.02948138862517	0	0.420673655067965	0	0	0	0	0	0	0	0	0	0	0	0.103575222669051	0	0	0	0	0.823349464843656	0	0	0	0	0	0	0	0	0	0	0	0	0.0229482031971483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37392269000121	0	0	0	0	0	0	0	0	0	0	0	32.4060824486612	0	0	0	0	0	1.71121645888942	0.211780035312493	0	0	0.0312064306728071	0	0	0.0947134682144801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189189192682378	0	0	0	0	0	0.174603047520349	0	0	0	0	0	0
PRPF8	-1.12618782595929	0	0	-2.25987850474559	0	0	-0.14008606015311	-0.112476694826966	-4.00015080801154	-1.99947364195875	-0.372603929710762	0	0	-0.129400555443675	0	-2.92485000888798	-1.69537202568654	0	0	-0.29445767459017	0	0	0	0	-0.724959387240493	0	-0.0830534753940446	-1.25512554852835	0	0	0	0	0	0	0	0	0	0	0	-1.50027204178752	-1.70362808170955	-0.438825094808139	-0.0604054437683754	0	-3.89578313460524	0	0	0	0	0	-0.109442987594659	0	-0.159454651589905	0	-0.736779117400695	-1.32032294664459	-0.100713467970911	-0.691337562065494	-0.822500752683243	-0.39809407331092	0	-1.37392269000121	-0.677405967259422	-0.392540718329082	0	-1.00753478629946	0	-1.11061095331863	-0.358028303013703	-0.198481447771654	-0.00828805313069071	0	-2.19088174729709	-0.786260895085409	25.2746818173168	-0.112888787209086	-0.625889370449178	0	0	-0.283731061955129	-0.420227996967118	-0.049362267531166	0	-1.43497868006485	0	0	-1.76400216429459	-2.15355612591066	0	-1.84573669704851	0	-0.0684213265900002	0	0	0	-0.806038328533041	0	0	0	-0.469315191927069	-0.401821377682048	-1.91349583143356	0	-0.568647434119717	-0.726338817773482	-5.60455805395712	0	-0.0338682261313909	0	0	0	-0.265113252736515	-0.867862843195468	0	0	-0.27206471503917	-4.77296947770447	-4.3058058952865
PTBP1	2.07190861979043	0.601592380889757	0	0	0	0	0	0	0	0	0.150922576814429	0	0	0	0.601592380889757	0	0	0	0	0	0	0	0	0	0	2.51400655117288	0	0	0	0	0	0	0	0.556450232228482	0	0	0	0	0	0	0	0.229911373848179	0	0	0	0	0	0	0	0	0	0	0	0	0.046190839987103	0	2.90516213322972	0	0	0	0	0	2.47651336855328	2.60064516425149	0	2.72588793462327	0	0	0	0	0	0.601592380889757	0	0	0	7.05617866458429	0	0	0.365730953580295	0	0	0	0	0	0	0	0	0	0	0.442836697799013	0	0	0	0	0.324058897441934	0	0	0	0	0.392480456662252	0	0	0	0	0.229490034002419	0	0	0.495536536196175	0	0	0	0	0	0	0.125736880740445	2.73859882405068	0	0
PUM1	0	0	0	0	0	0	0.14008606015311	0	0.469655130704731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07572978538922	0.268183563409098	0	0	0	0.888620214388092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00581421577836117	0	29.8526519715548	0	0	0	0	0	0	0	0	0	0	-0.0118951623730047	0	-0.0646448547288206	0	0	0	0	0	0	0	0	0	0	0	0.502941848076882	0	0	0	0.444216616285762	0	0	0	0	0.450825657842056	0	0	0	0	0	0.458540021890003	0.806029883595428
PUM2	0	0	0	0	0	0	0	0	0	0	0.123385997944926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0715457069578851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138891122653746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2745542838957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191294572819284	0	0.0555009680668146	0	0	0	0.00588672040775312	0.168259267548185	0	0	0	0	0	0	0	0	0	0	0	0	0
QKI	0.481928062102946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444199603182916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140709277929272	0	0.576486708693849	0	0	0	0	0	0.507215769029149	0.478484693436489	0	0.307234630345392	0	0	0	0	0	0	0	0	0	0.536016186052595	0	0	4.02464971353844	0	0	0	0	0	0	0	0.0191498996393058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125736880740445	0.547669287919348	0	0
RBFOX2	0	0	0	0	0	0	0	0	-0.0697223534621298	0	0	0	0	0.16103240386963	0	0.446644909916529	-0.271022359762656	0	0	0	0	0	0	0	0	0	0.0124978979704075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00070652182905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0546835257934558	0	0	0	0	0	1.31993310993753	0	0	0	0	0	41.3063755611191	0	0	0	0	0	0	0.0191498996393058	0	0	-0.0744540734867123	0	0	0	0	0	0	0	0	0	0.0701695860949537	0	0	0	-0.0306394695885918	0	0.243934460118069	0	0	0	0	0	0	0	0	0	0	0	0
RBM15	0.0988005243191372	0	0	0	0	0	0	0.186298467135275	0	0.51000577370154	0	0	0	0	0	0	1.90560237745281	0	0	0	0	0	0	0	-0.078549013867718	0	0.373386390769113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240371906774231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239258624215541	0	0	0	0	0	0.511133253670264	0	0	0	0	0	0.508474274547002	0	0	0	0	0	0.167471309189153	0	0	0	0	0	0	37.3682262472105	0.0410617482103773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0306394695885918	0	0.25940463981792	0	0	0	0	0	0.265113252736515	0	0	0	0	0.458540021890003	0
RBM22	0.167244044508706	0	0	0	0	0	0.138543124709513	0.371877814548293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22475941786603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.365906139440998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20655222513357	0	0	-1.81119998129057	0	0.307239527164394	0	0	0	0	0	0	45.7562212400835	0	0	0	0	0	0	0	0.0357887898301026	0	0	0	0	0	0.31125044453498	0	0	0	0.351583599718157	0.190375983219083	0	0	0	0.00094264536768478	-0.49216431183592	0	0	0	0	0	0.242636885869521	0	0	0	0	0	0
RBM5	0.390787447412979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25231554922234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046190839987103	0	0	0	0	0	0	0	0	0	0	0.497753797985824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572208676170108	23.6432276315318	0	0	0	0.0758732872100738	0	0	0.203538531180644	0	0	0	0	0	0	0	0	0	0.0701695860949537	0	0	0	0.568647434119717	0.119954427783774	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS3	0	0	0	0	0	0	0	0	-0.493254096426914	0	0	0	0	0	0	0	3.90050929928194	0	0	0	0	0	0	0	0	0	0.0124978979704075	0	0	0	0	0	0	0	0	0	0	0	0	0.171726387429048	0	0	0	0	-0.672277483474237	0	0	0	0	0	0	0	0	0	0	2.5100314508985	0	0.0381938927412988	0	0.589659253010358	0	0	0	0	0	0	0	1.08082205207963	0	0	0	0	-0.626079805631162	0	-0.241602091283904	0	0	0	0	0	0	0	0	44.8094973962953	0	0	-0.0758732872100738	-0.0162936365208652	0	0	0	0	0	0	0	0.000815685668590997	0	0	0	0	0	0	0	-0.0306394695885918	0	-0.666181698360455	0	0	0	0	0	0	0	0	0	0	-0.727412656265837	0
SDAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0220273522298494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049362267531166	0	0	3.97173003004884	0	0.0191498996393058	0	0	0	0	0	0	0	0	0	0	0	0	0.196482858913975	0	0.192434371741078	0	0	0	0	0	0	0	0.104491955677133	0	0	0	0	0	0	0	0.122556455798011
SERBP1	0.598374526468297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497511803430532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47116135522913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186715373270658	0.229490034002419	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3A3	0	0	0	0	0	0	0	0	-0.00874330668666175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442042721427554	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0385156442301279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193686639171028	0	0	0	0	0	0.0585012029032852	0	0	0	0	0	0	48.9633186923877	1.93552210713409	0	3.01921194049663	0	0	0	0	0	-0.00658104681139559	0	0	0	0.17987444513119	0	0	0	0.0306394695885918	0.623794075081443	0	0	0	0	0	0	0.265113252736515	0	0	0	0	0	0
SF3B4	-1.04627275120814	0	0	-0.557356379765912	0	0	0	-3.23765292789332	-2.39437061633487	-0.705436440565744	-0.284881642729475	0	0	0	0	-0.671310667863648	-1.29023851608357	0	0	-0.513009587844191	0	0	0	0	-0.22928407270065	-0.344511915064314	0	0.103575222669051	0	0	0	0	0	-0.0111045398338416	0	0	0	0	0	-0.216488720938824	0	-0.467770485645473	0	0	-3.89578313460524	0	0	0	0	0	-0.109442987594659	0	0	0	-1.49323314292948	-0.65445123717171	-0.634958563632554	-0.0381938927412988	0	0	0	0	-0.342913032764067	-0.483027480250065	0	-0.9053201051068	0	-1.11061095331863	-0.634166130218279	-0.0103581318582261	0	0	-3.16041955168074	0	-0.601631729301281	-0.728675243374325	-0.492345408594128	0	0	0	-0.407159051099777	-0.131441482505515	0	-0.389051653590432	0	0	0	43.7415354463552	0	0.0744540734867123	0	-0.0684213265900002	0	0	-0.0684872079677889	0	0	0	0	-0.469315191927069	0	-0.595006078612743	0	0	-0.227054233164291	-3.16500833905295	0	-0.199380099270925	0	0	0	0	-0.308894784547655	0	-0.125736880740445	-0.936733093148024	-3.72054854250962	-0.789569152122396
SLTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16103240386963	0	0	0.964276565966424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727524389770311	0	0	0	0	0	0	0	0	0	0	0	0.147418088473164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326596224537152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0522223840755127	0	0	0	0	0.0191498996393058	0	2.40516151507292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731265322224715	0	0	0	0
SMNDC1	2.40223840189523	0	0	0	0	0	0	0	0	0	0.0449695380769413	0	0	0.16103240386963	0	0	-0.222011923451293	0	0	0	0	0	0	0	0	0.127955632175227	0	0.419397724597786	0	0	0	0	0.000595802420913856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28475335373589	0	0	0	0	0	0.973105116553278	0.546391335491391	0	1.64625431841311	0.0447042918474215	0	0	0	0	0	0	0	0	0.277378739601695	0	0	0	0	0	0.0410617482103773	0	0	0	0	3.32234423571879	1.75612047262818	0	35.2947795281459	0	0	0	0	0	0.617160563743097	0	0	0	0.397607354253674	0.190375983219083	0	0	0	0	0	0	0	0	0	0	1.31860948863005	0	0	0	0.698416620329144	0	0
SND1	0	0	0	0	0	0	0	0	0	-1.59469590327878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.442042721427554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.307239527164394	0	0	0	0.0251314983596115	0	0	-0.0486676528538891	0	0.0632524190107014	0	0	-0.0758732872100738	0	0	-0.0661608755177816	34.1287268951928	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.229490034002419	-0.00102699192602733	0	0	0	0	0	0	0	0	0	0	0	0
SRSF1	0	0	0	0	0	0	0	0	0.0697223534621298	-0.0117182866465115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0204621674739982	0	0	-0.442042721427554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0777940905267929	0	0	0	0	0	0	-0.0252891682636631	0	0	0	-0.136876305176565	0	0	0	41.9724456191884	0	0	0	0	0	0	0	0	0	0.595006078612743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF7	0	0	0	0	0	0	0.138543124709513	0	0.336219810064162	0	0.147179753929216	0.145829623382577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158573006814494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454745846377058	0	0	0	0	0	0	0	0	0	0	0	0	0.0608334279326575	0	0	0	0	0	0	0	0	0.0267508821714409	0	0	0	0	0	0.260194135776263	0	0	0	0.0191498996393058	0	0	0.0744540734867123	0	0	8.94965531272069	0	0	0	0	0	0	0.392480456662252	0.0162586933808973	0.048485973975486	0	0.361639136817119	0.227054233164291	0.344203661567144	0	0	0	0	0	0	0	0	0	0	0.156144412658204	0
SRSF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0632524190107014	0	0	0	0	0	0.202774594909534	0	0	0	4.82168851134641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSB	0.297823818855003	0.601592380889757	0	0	0	0	0	0	0	0	0	0	0	0	0.601592380889757	0	0	0	0	0	0	0	0	0	0.724959387240493	0.23250994741295	0	0	0	0	0	0	0	0.556450232228482	0	0	0	0	0	0	0	0.209407868540573	0	0	0	0	0	0	0	0.0310713731057954	0	0	0	0	0	0	0.337316017135076	0	0	0	0	0	0.298487723477944	0.258675332383928	0	0.115582002806711	0	0	0	0	0	0.601592380889757	0	0	0	0.34587743859777	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0744540734867123	0	0	0	0	9.5689064979498	0	0	0	0	0	0	0	0	0	0	0	0	0.495536536196175	0	0	0	0	0	0	0	0.304018976257708	0	0
SUB1	0.533207091259946	0	0	0	0.0329359909766251	0	0.23524523161397	0	0.0426030485801989	0	0.0126687529515051	0	0	0	0	0	0.183705657969735	0	0	1.31389385580238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0385156442301279	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95332096056061	0	0.0381938927412988	0	0.231473094962924	0	0	0.677405967259422	0	0	0.826852955984596	0	1.73600994926516	0	0.87063951036277	0	0	0	0	0	0	0	0	0	0	0	0.266845868210518	0	0.0632524190107014	0	0	0	0	0	0.71082176180322	0	0	0	0	0	16.5091866383955	0	0	0	0.827165665129992	0.107681264378492	0	0	0	-0.0440749210396599	0	0	0	0	0	0	0.0416442121750103	0	0	0	0	0	0.100175973060083
SUPV3L1	0	0	0	0	0	0	0	0.296555013807284	0	0.191528790865333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306034309511872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123225031206304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000416848632596572	0	0	0	0	0.00581421577836117	0	0	0	0	0	0.0779948841061913	0.049362267531166	0.114820683440379	0	0	0	0.0258953105874676	0	0	0	0	0	0	0	0	0	13.248204958281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164683936771771	0	0	0	0	0	0
TAF15	0	0	0	0	0	0	0	0	0	0	0.284881642729475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151519652166619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194252829608508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201326208019053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51709674624509	0	0.280537642418564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205932115702443
TARDBP	0	0	0	0	0	0	0	0	0	0	0.150922576814429	0	0	0	0	0	0	0.36478045709307	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0864344489269444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0744540734867123	0	0	0	0	0	0	0	0	8.74844218830541	0	0	0	0	0	0	0.123353937358068	0	0	0	0	0	0.00543057982970828	0	0	0	0	0.225155586318252	0
TIA1	0.24573331411461	0	0	0	0	0	0.138543124709513	0	0.564678413419719	0	0.147179753929216	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0204621674739982	0	0.174221619592441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604054437683754	0	0	0	0	0	0	0	0	0	0	0	1.14346883978057	0	0	0	0	0	0	0.037206498494473	0.302168710366084	0	0	0.319772083700092	0	0	0	0.0309100399222525	0	0	0	0	0.00581421577836117	0.459881599764325	0	0	0	0.0585012029032852	0	0.402852616832993	0	0	0	0	0.0947134682144801	0	0	0.673206938632216	0	0	0	0	0	0.806038328533041	0	0	0	27.4021939660299	5.52655044777299	0	0	0.568647434119717	3.16306638968477	0	0	0	0	0	0	0	0	0	0.125736880740445	0	0	0
TIAL1	0.481928062102946	0	0	0	0	0	0	0	0.493254096426914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158094132928514	0	0	0	0	0	0	0	0	0	0	0	0	0.0955628175467438	0	0	0	0	0	0	0	0.611901606920563	0	0	0.288611150245168	0	0	0	0.20655222513357	0	0	0	0	0	0	0	0	0	0	0	0.402852616832993	0	0	0	0	0.0191498996393058	0	0	0.564938343692876	0	0	0	0	0	0.323723674826388	0	0	0	4.98926537658704	19.893228276675	0	0	0.0306394695885918	0.726338817773482	-0.0656526727463839	0	0	0	0	0	0.174603047520349	0	0	0	0	0	0
TRA2A	0	0	0	0	0	0	0	0	0.670404160860966	0	0	0.988819295040783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216488720938824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046190839987103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.584694088453974	0	0.466246634765616	0	0	0	0	0	0	0	0	0	-0.0191498996393058	-0.1071997739331	0	0	0	0.299181787576277	0	0	0	0	0	0	0	0	0	25.5475451678217	0	0	0	0.963953361985871	0	0	0	0	0	0	0	0	0	0	2.21561083173832	5.08020988727134
TROVE2	0	0	0	0.00345082939461208	0	0	0	0	0	0	0	0	0	0	0	0	0.271022359762656	0	0	0	0	0	0	0	0.078549013867718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.383468797379148	0	0	0	0	0	0.384882030070938	0	0	0	0	0	0.442577857626952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516825510476886	0	0	0	0	0	0	0	0	0	0.11305670717622	0	0	0	0	0
U2AF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0527334171541297	-0.102007597662111	0	0	0	0	0	0	0	-0.078549013867718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658483472116275	0	0	0	0	0	1.49323314292948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103581318582261	0.382462802395056	0	0	0	0	0	0	0	0	0	0	0	0.260194135776263	0	0	0	0.0191498996393058	0.0703330668811364	0	0	0	0	0	0	0	0	0	0	0	0.397607354253674	0	0	0	31.9471313159723	9.75232356225172	0	0	0.0432959985530464	0	0	0	-0.0117076456818875	0	0	0	0	0	0
