AATFBF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2TBF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DGCR8BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B1BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TARDBPBF	TBRG4BF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	YWHAGBF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
LSM11	0	0	0	0	0	0	0	0	0	0	0	0.303500712557003	0	0	0	0	0	0	0	0	0	0	0	0.0311997439274336	0	0	0	0	0	0.32785062865726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217339550334179	0	0	22.3804421848264	0.382811010024882	0	0	0	0	0	0	0	0.89453201311939	0.114792380814094	0.650675459447558	0	0.23408010761566	0.0758851867045907	0	0	0	0	0	0	0	0	0.125330653142426	0	0	0.0528600631287231	0	0.0728611112866311	0	0	0	0	0	0.110770724319921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525979071251994	0	0	0	0	0	0	0
METAP2	0.2595388768205	0	0	0	0	0	0	0	-0.272910359007411	0	0	0.288839615205967	0	0.190137653701016	0	0.013097716085155	0	0	0	0	0	0	0	0.0285665693033087	0	0	0	0	0	0.315781889274695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447760986419998	0	0	0.122226849016384	26.3105147788472	0	0	0	0	0	0	0	0.868759538869661	0.31633371990604	0	0	0	0	-0.0222854491974391	0	0	0	0	0	0	0	0	0	0	0.522098870674885	0	0.0728611112866311	0	0	0	0	0	0.097832576495026	0	0	0	0	0	0.140764583148325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120086224310087	0.94879246497982	0	0	0	0	0	0
MTPAP	0.141857368610318	0	0	0	0	0	0	0	0	0.194263919288127	0	0	0	0	0	0.242556800209196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694973161128337	0	0	0.165926706312939	0	0	0	0	0	0	0.498679409833196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5838695794621	0.153210820387938	0	0	0	0	0	0.0519995795996258	0	0	0	0	0	0	0	0	0	0	0	0	0.0675103034406382	0	0	0	0	0.196736628178698	0	0	0	0	0	0	0.210664602543671	0	0	0	0	0	0	0	0	0	0.0751607947828151	0	0.0151891687198514	0	0	0	0.15340950880484	0	0.249318342897421	0.24162433932884	0	0	0	0	0	0	0	0	0.162211860279819	0
NCBP2	1.02347813037489	0	0	0	0	0	0	0	0	0	0	0.0281122917264341	0	4.41975006425014	0	0.154429244800746	0	0	0.175203455953866	0	0	0	0.0352482344178661	0.113822294965113	0	0.312748739987492	0	0	0	0.00724342396637545	0.226729766933017	0.148905479572371	0	0	0	0	0	0	0	0.331764620497416	0	0	0	0.311896220917351	0	0	0	0	0	0	0	0	0	1.71309652281649	0.0607955922707546	0	0	0	0	15.7810764377727	0	0.0165336641672396	0	0	0.00730855132916421	0.0207265986804115	0.422363768201063	0	0	0.0329989588778792	0.18104866350059	0	1.60996506400803	0	0.0498002079692914	0	0	0	0	0.408279859024193	0.133798988416949	0	0.175697205970832	0	0.157335106861199	0	0	0	0	0.823611928093782	0.00965198374901942	0	0	0	0	0	0.0517715661883715	0	0	0.245611959001583	0	0	0	0	0	0	0	0	0.134676145010387	0.182809342560002	0	0	0.237967665574135	0	0.226729766933017	0	0	0	0	0.245611959001583
NIP7	3.75510122542052	0.255434886595536	0	0	0	0	0	0	0	0.266425417246556	0	0	0	0	0	0.291239987319876	0	0	0.297694807146252	0	0	0.260989852074522	3.16398866649233	0.299963870565682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385221029822462	0	0	0	0.0373141874503104	0.217339550334179	4.56316188694612	0	0	0.0366143020046551	0	0	6.78975772843069	4.30924780822629	0	0.382520433314895	4.616740856666	0	0.114792380814094	0	0.148936390390136	0	0.432118685725803	0	0	0	3.23026094236809	0	0	0.243846314071364	0	0	0	0	0	0.201523268255157	0	0	0	0	0.385221029822462	0	1.34656252240421	0	0	0	0	0	0.60354497980208	0	0	0.4951718853466	0	0	0.0785084792263326	0	0	0	0	0	0.385444542376271	0.391334230791677	0	0.273008520054284	0.0216618550744241	0	0	0	3.46307427366353	0	0	0.4951718853466
NIPBL	4.20465457313318	0.255434886595536	0	0	0	0	0	0	0	0.203746884204559	0	0	0	0	0	0.257737797809478	0	0	0.261985202343165	0	0	0.13994953789915	4.89014629706874	0.259020375552562	0	0.449300432573089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385221029822462	0	0	0	0	0.529348524947945	6.00840191635024	0	0	0	0	0.154198424270629	3.8955542837965	9.3256163960103	0	0.382520433314895	6.77252124100732	0	0.0657584234602034	0	0	0	1.01340601809231	0	0	0	4.98867690557466	0	0	0.243846314071364	0	0	0	0	0	0.201523268255157	0.262168377858903	0	0	0	0.385221029822462	0	1.5221101915489	0	0	0	0	0	0.102751789090378	0	0	1.27774130396456	0	0	0.041546586736708	0	0	0	0	0	2.06952221243349	1.1246022642154	0	0.22863066611039	0	0	0	0	5.03354971615543	0	0	1.27774130396456
NKRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942077005071661	0	0	0	0	0	0	0	0	0	0.0690833560719467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOL12	0.517074080976522	0	0	0	0	0	0	0	0	0.312420441199841	0	0	0	0	0	0.361407634837401	0	0	0.297694807146252	0	0	0.0164278435713275	0.521340113532245	0.321570912950724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297221174159094	0	0	0.434120807860361	0.498744707518121	0	0	0	0	0	0.506795170280238	0.467160966989166	0	1.55685803335356	0.392408407500252	0	0.31633371990604	0	0.213596549804388	0	0.647251742205161	0	0	0	0.518948093606408	0	0	0	0	0	0	0	0.211861838354561	1.53581100104508	0	0	0	0	0	0	0.278908083959298	0.0943250927880227	0	0	0	0	0	0	0	0.722811329258139	0	0	0	0	0	0	0	0	0.639000034904519	0.662590271448657	0	0.314228160991011	0	0	0	0	0.491238755760116	0	0	0.722811329258139
NOLC1	5.37234031186301	0.119816940955843	0	0	0	0	0	0	0	0.296705186597459	0	0	0	0	0	0.107851952163411	0	0	0.130239586713696	0	0	0	4.7107180996016	0.0965849547189528	0	0.280027609824926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270576042485989	0	0	0	0	0.582836457098681	4.82270096959778	0	0	0	0	0.0454459613085176	3.8955542837965	6.51151714520301	0	0.19816791538007	16.604957124288	0	0.392207793819969	0	0	0	0.682489296426066	0	0	0	4.82270096959778	0	0	0.0953047840016291	0	0	0	0	0	0.082761236848542	0.346328716758895	0	0	0	0.270576042485989	0	1.5868354395955	0	0	0	0	0	1.31469184236723	0	0	0.84432657199372	0	0	0	0	0	0	-0.0181132986080559	0	1.53862575825498	0.709791043321546	0	0.0590499145122587	0.0276019562560856	0	0	0	4.99459290504914	0	0	0.84432657199372
NONO	0.743549204553847	0	0	0	0	0	0	0	0	0	0	1.68278119169176	0	0.319830774459002	0	0.665937484724005	0	0	0	0	0	0	0	0.259020375552562	0	0	0	0	0.347193199675972	3.94290503605726	0	0.274319293673228	0	0	0	0	0	0	0	0.641912150185718	0	0	0	0	0	0	0	0	0	0.0496118749815522	0	0	0	0	0	0	0.623680749774324	0.8645804838716	0	0.159383343329788	0	0	0	0	0	9.74138146515855	0.0808794244640861	0	0	0	0.366530553396543	0	0	0	0	0	0	0	0.0675103034406382	0.408279859024193	0	0	0	0	0.262168377858903	0	0	0	0	0	1.5868354395955	0	0.121555674508535	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181132986080559	0	0	0	0	0	1.63523593018994	0	0	0	0	0	0	0
PABPC4	0.20579052188302	0	0	0	0	0.717011710001823	0	0	0	0.266425417246556	0	0	0	0.324813355847113	0	0.0106863129017215	0.118584089239895	0	0.297694807146252	0	0	0.0164278435713275	0	0.309906174395594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174884181268948	0	0	0	0	0	0	0.249004748478799	0	0	4.96952589997725	0	0	0	0.346061046512107	0	0.422087135440751	0	0	0	0.115043626493825	0.392408407500252	0	24.2224155002108	0	0.148936390390136	0	0.0223885439276811	0	0.0537309978817967	0	0	0	0	0	0	0	0	0	1.74738937714555	0	0	0	0.60352415473948	0	0	0	0	0	0	0.0251218141133651	0	0	0.377379760572597	0	0	0.0346211077352213	0	0	0	0	0	0	0	0	0	0.0156926149409056	0	0	0.175879436336323	0.138356504232755	0	0	0.326539208859195	0	0.115715891464359	0.0346211077352213
PABPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.302934966606222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333348715251874	0	0	0	0	0	0	0	0	0	0	32.6372229261945	0	0	0	0.139873014911262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0862190209983868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP1	0.0493961111961268	0	0	0	0	0	0	0	0	0	0	0	0	0.0716746853571353	0	0	0	0	0	0	0	0	0	0.0965849547189528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311896220917351	0	0	0	0	0	0	2.24460209105993	0	0	0.582836457098681	0	0	0	0	0	0.0454459613085176	0.038162208689723	0	0	0.19816791538007	0	0	0.155807175436651	0	18.6964950729682	0.744444398559236	0	0	0.0690833560719467	0	0	0	0	0	0.0675103034406382	0	0	0	0.852325361759487	0.082761236848542	0.114607608693268	0	0.85021269624806	0	0	0	0	0	0	0	0	0	0.205119025713104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175879436336323	0	0	0	0	0	0	0
PCBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329848246542995	0	0	0.402865690579281	0	0	2.27095891230476	0	0	0.0496118749815522	0.0621838400254772	0	0	0.447760986419998	0	0	0.114474750283472	0	0	0.144230847764166	0	0	0	0	0	0	0.0188280764278603	0	0.698549139332424	14.5278239301326	0	-0.0222854491974391	0	0	0	0	0	0	0.0675103034406382	0	0	0	0.211861838354561	0	0.218502051240146	0	0	0	0	0	-0.0162971280629434	0	0	0	0	0	0.0964075850222287	0	0	0	0.0655973168036013	0	0	0	0	0.23230482805603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF6	1.07139804130142	0	0	0	0.255929698126028	0	0	0	0	0.266425417246556	0	0.237754071451589	0.0560822133818649	0	0	0.913088420739254	0	0	0.297694807146252	1.51313501363698	0	0	1.24288612609072	0.820012098713976	0	0.512821707937179	0	0	0	1.10473720819613	0	0	0	0	0	0	0	0	0	0.897574453574755	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76534552202932	1.24809801676037	0	0.0299900168112486	0	0	0.28566887372571	0.369310541147328	1.11639639933523	0	0.382520433314895	0.912534012760628	0.259809500493609	0.155807175436651	0	0	0	4.87286228253543	0	0	0	1.24809801676037	0.0643343894724934	0	0	0.281697845161026	0	0	0	0	0.201523268255157	0.272166892180488	0	0	0	0	0.426234338066188	1.5868354395955	0	0	0	0	0	0	0	0	1.50796965465904	0	0	0	0.0445864231159032	0	0	0	0	1.52134258502826	1.37153726526947	0	0.314228160991011	0.0741039968952589	0	0	0	0.343613188958375	0	0	1.50796965465904
PPIG	-1.35273469496254	0	-0.729650737990871	0	0	0	-6.11870373401258	0	-1.9666773752957	-0.296705186597459	0	0	0.0844354006861607	-2.46446881457153	0	-0.257737797809478	0	0	0	0	0	-1.84884241241097	-0.241795927458008	-0.309906174395594	-2.87944322780161	0	0	0	0	-0.00724342396637545	0	0	0	0	0	0	0	-0.219409424005962	0	-0.871940279691745	-0.272767482143197	0	0	0	0	0	0	0	0	0	0	0	-1.10115091317588	-0.512190244811441	-0.439115936469047	0	-0.114474750283472	-0.382811010024882	0	-1.24584392525299	-0.506795170280238	-0.616942355424138	0	0	-1.79793818792605	-0.241719202184528	-0.114792380814094	0	-0.213596549804388	-0.57392451990041	-0.456967380617184	71.2484685270992	0	-1.93954967289381	-0.12362301030948	0	0	0	-0.0366802690276607	-0.898409420007707	-1.71110910634568	0	-1.29307568902075	0	-0.0728611112866311	-0.0680031559042415	0	-4.29834705203268	0	0	-2.40215997359891	0	0	0	0	0	-0.140764583148325	0	0	0	-0.622357868687196	0	-0.0152309604308624	0	0	-0.23230482805603	-0.171413190613696	0	0	-0.182809342560002	0	0	-2.88131210411291	0	0	0	-0.27672587925397	0	-0.446654476728607	0
PRPF4	0	0	0	0	0	0	0	-0.0328813220901452	0	0	0	0.404656259237053	0.112132699061718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0464516776918221	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1836048813781	0	0	0	0	0	0	0.223128917177581	0	0	0	0	0	0	0	0	1.53984522156682	0	0	0	0	-0.0296412541218342	0	0.114792380814094	0	0.213596549804388	0	0	0.0222854491974391	30.4621305088648	0	0	0	0	0	0.653385530102733	0.170878875284472	0	0	0.211861838354561	0	0	0	0.482142474330955	0	0	0	-0.172709087243156	0.230913280517277	0	0	0	0	0.0964075850222287	0	0	0	0	0	0	0	0	0	0.296557356502083	0	0	0	0	0	1.162377023639	0	0	0	0	0	-0.0201630084569478	0
PRPF8	-2.60998196612954	-0.255434886595536	-0.637217939371915	0	0	-0.0604822919657921	-0.0640516672317728	-2.31342002796933	-1.32936105978985	-0.501261345051838	0	-0.355134940945608	-3.11245489337055	-1.18940528618369	0	-0.665937484724005	0	0	-0.22826041705707	0	0	-0.631926458334453	-1.53674292253474	-0.907743999324867	-0.71888444336793	0	0	0	0	-0.787494935476863	0	0	0	0	0	0	0	-0.632743552927111	-0.417983488495269	-1.13858885580697	-0.16346452100947	0	-2.95667961501544	-0.118936722388955	0	0	0	0	0	-0.0496118749815522	-0.249004748478799	0	-0.546679977140234	-2.78653407703025	-1.71761911866034	-0.534186138550693	-0.361896798176171	-0.382811010024882	-0.200298131247506	-2.18032619556132	-1.10296951865498	-1.83887185786704	0	-0.382520433314895	-1.969159591991	-0.511008733849395	-1.2034413719642	0	-0.266306473140759	-0.618154697423487	-1.33556790242722	-2.28265686976122	-1.491665847915	23.3812942208003	-1.75901180381856	-1.1699710592097	0	0	-0.960087323650991	-0.170878875284472	0	0	-1.74738937714555	-0.196736628178698	-0.262168377858903	-0.779492933213239	0	-2.10552664644064	0	-0.333559735176607	-2.5699837641996	0	-0.213852742755853	0	0	0	-0.881362797783196	0	0	-0.801615756349996	-0.433758285213674	0	-0.47461474510391	0	0	-0.23230482805603	-4.59124174722373	0	-1.36662556392987	-1.48590302627441	0	-0.314228160991011	-0.543441658121104	-0.94879246497982	0	0	-1.00823811576539	-2.71541621133676	-2.15210862573658	-0.801615756349996
PTBP1	4.4330257212209	0.255434886595536	0	0	0	0	0	0	0	0.436840029088828	0	0	0	0	0	0.280534024292233	0	0	0.27476861124996	0	0	0.0164278435713275	5.17581940286309	0.266002372345924	0	0.449300432573089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385221029822462	0	0	0	0.0241574247039382	0.582836457098681	5.27492327185642	0	0	0	0	0.188360984196807	3.20399392704483	5.19312396270676	0	0.382520433314895	5.41588964622052	0	0.0994896431707224	0	0	0	1.04510776168535	0	0	0	7.57350993000322	0	0	0.243846314071364	0	0	0	0	0	0.201523268255157	0.262168377858903	0	0	0	0.385221029822462	0	1.67683625242128	0	0	0	0	0	0.112712155046411	0	0	1.33020451081709	0	0	0.0785084792263326	0	0	0	0	0	2.12445611266976	1.20524047681722	0	0.247599594749856	0	0	0	0	4.44537683406224	0	0	1.33020451081709
PUM1	0	0	0	0	0	0	0	0.100335133623948	0	0	0	0	0	0	0	0	0	0	0.0479932277238396	0	0	0	0	0.0285665693033087	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757618573438727	0	0.178546516250366	0	0	1.02284242324066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0724771276837019	0	0	0	0	24.1699597332354	0	0	0	0	0	0	0	0	0.0728611112866311	0	0	-0.412994869103646	0	0.0712892888900588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584898176171902	0	0	0	0	0.314228160991011	-0.00475044414983151	0	0	0	0	0.675807243952166	2.42664018700255	0
PUM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49348670123595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QKI	0.437105025160283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430695762336266	0.309906174395594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0930462650440784	0	0.431875108303632	0	0	0	0	0	0.407788732190256	0.39944668167668	0	0	0.297256276463505	0	0	0	0	0	0	0	0	0	0.435917910628056	0	0	3.88608446636408	0.0675103034406382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393370538924821	0	0	0
RBFOX2	-0.073023095633365	0	-0.188471292313045	0	0	0	0	-0.144585695327462	0.08294037201265	0	0	0.0281122917264341	0.507939176283966	-0.152825734146686	0	0	0	0	0	0	0	-0.13994953789915	0	0.517009946232943	0	0	0	0	0	0.702116988766835	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16496512371701	0	0	0	0	0	0	0	0	0	-0.202223935212621	0	0	0	0	0	0	0	0	0	0	-0.147486855871694	0.038865894230155	-0.114792380814094	0	0.148936390390136	0.0561401158600674	0.231070692550894	0	0.388697691108354	0	0	0	0	0	37.5776683862257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174944939347358	0	0	0	0	0	0	0	0	0	0	0	-0.115715891464359	0
RBM15	0	0	0	0	0	0	0	0	0.177851115201443	0	0	0.0281122917264341	0	1.37404483117255	0	0	0	0	0	0	0	-0.0164278435713275	0	0.517009946232943	0	0	0	0	0	0.00724342396637545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171990705562135	0	0	0.0576096140755894	0	0	0.366640300762062	0	0	0	0	-0.147486855871694	0.307849786093073	0.000714344830170607	0	0	0	0	0	0.0690833560719467	0	0	0	0	0	0	36.2358054377607	0	0	0	0	0	0	0	0	0	0	-0.20814000500697	0	0.0447876188158788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237967665574135	0	0	0	0	0	0	0
RBM22	0	0	0	0	0	0	0.567194109188807	0	0.146114112570083	0.203746884204559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181672942811235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329848246542995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283610834237129	0	0	0	0	0	0	0	0	0	0	0	-0.0222854491974391	0	0.187967345919065	0	0	0	0	0	0	39.8812594570973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265581852175092	0.429903307468391	0	0	0	0	0	0	0	0	0	0	0.237967665574135	0	0	0	0	0	0	0
RBM5	0.437105025160283	0	0	0	0	0	0	0.0357165893930882	0	0	0	0.0281122917264341	0	0	0	0	0	0	0	0	0	0	0.026826038267394	0.104582308117941	0	0	0	0	0	0.00724342396637545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0519533219115079	0	0.0425103689937583	0	0	0	0.0451830674741712	0.00816356263966047	0	0	0	0.0207265986804115	0	0	0	0	0	0	0	0	0.0412294565197348	0	0	0	0	0	0	18.4798371484626	0	0	0	0.644809642734954	0	0	0	0	0.278908083959298	0	0.190679892245815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0570227779305105	0	0	0	0.027963651553245	0	0	0
RPS3	0	0	0	0	0	0.438189535924813	0	0	0	0	0	0	0	4.51849798412981	0	0	0	0	0	0	0	0	0	0	-0.0114953622653121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311896220917351	0	0	0	0	0	0	0.55567254810577	0	0	3.65299907941761	0	0	0	0.382811010024882	0	0.0996574709366271	0	0	0	0	-0.0296412541218342	0	1.07864647265399	0	0.266306473140759	0.0936115865145313	0	-0.21427295587867	0.000849816092626342	-0.0545842424652931	0	0	0	0	0	0	0	0	36.0329572510509	0	0	-0.017488029988752	0.482142474330955	0	0	0	-0.210664602543671	0.230913280517277	0	0	0	0	0.0964075850222287	0	0	0	0	0	0	0	0	0	-0.304367270390828	0	0	0	0	0	0	0	0	0	0	-0.271950763665471	0	0
SDAD1	0.381932527798211	0	0	0	0	0	0	0	0	0.266425417246556	0	0	0	0	0	0.34904792466968	0	0	0.297694807146252	0	0	0	0.408717067556291	0.309906174395594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249004748478799	0	0	0.296168737333596	0.410060937527239	0	0	0	0	0	0.393705030892786	0.374565400327184	0	1.46369639616276	0.263377786435766	0	0.156522029723949	0	0.213596549804388	0	0.540384738156621	0	0	0	0.410060937527239	0	0	0	0	0	0	0	0.175697205970832	4.23311800302834	0	0	0	0	0	0	0.210664602543671	0.0235711400878983	0	0	0	0	0	0	0	0.587629514056492	0	0	0.0785084792263326	0	0	0	0	0	0.528707575048513	0.512520775895227	0	0.314228160991011	0	0	0	0	0.3637085788636	0	0.115715891464359	0.587629514056492
SERBP1	1.14245106220598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.408717067556291	0	0	0.512821707937179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0496118749815522	0.249004748478799	0.230326127406767	0	0.296168737333596	0.410060937527239	0	0.0325978525596746	0.138836186198387	0	0.28566887372571	0	0.374565400327184	0	0	0.974690947872747	0.284731298252985	0	0	0.213596549804388	0.23408010761566	0.540384738156621	0	0	0	0.410060937527239	0.0643343894724934	0	0	0.0366802690276607	0	0	0	0	0	4.51902122234278	0	0	0	0	0	0.572840116870566	0	0	0	0	0	0	0	0	0.587629514056492	0	0	0	0	0	0	0	0	0.528707575048513	0.512520775895227	0	0	0.120086224310087	0	0	0	0	0	0.115715891464359	0.587629514056492
SF3A3	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0823254880505158	0	0	0	0	0	0	0	0	0	0	0.302934966606222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20190048042495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444384340314672	0	0	0	0	0	0	0	0	0.391989514644552	-0.175697205970832	0	0	43.5760482751655	0	1.445136167521	0	0	1.10557871564899	0	0	0	0	0	-0.0517715661883715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442031309690422	0	0	0	0	0.223320380895788	0	0
SF3B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29775620563879	0	0	0	0	0	0	1.62704864688222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857809966238013	0	0.848674781433315	0	0	0.0222854491974391	0.589039689163178	0	0	0	0	0	0	0	0	0	0.877149350144722	0	0	0	1.80817904090099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543441658121104	0	0	0	0	0	0	0
SF3B4	-1.41177428787761	0	-0.779255431926797	0	0	0	-3.48767522216157	-2.48862371192297	-0.999916039032771	-0.312420441199841	0	-0.220683605259919	-0.753076792740331	-2.09881783336964	0	-0.254672244975897	0	0	-0.222243852474603	0	0	-0.952988384248716	-1.39410198550937	-0.75579779605587	0	0	0	0	0	-0.0874804026486466	0	0	0	0	0	0	0	-0.227238368125298	0	-0.721047603549717	-0.130244239102912	0	-3.01150881220033	-0.118936722388955	-0.126192725356927	0	0	0	0	-0.0496118749815522	-0.249004748478799	0	-0.349978008614107	-1.71309652281649	-1.24809801676037	0	-0.0325978525596746	0	0	-1.5565916630143	-0.506795170280238	-0.912051776395519	0	-0.115043626493825	-0.92510588835558	0	-1.20541154181239	0	-0.213596549804388	-0.140126021458893	-1.01340601809231	-3.33113445751705	-0.388697691108354	-0.983540760721365	-1.75901180381856	-1.56323410350328	0	0	-0.653385530102733	-0.408279859024193	-0.167720951827741	0	-0.852325361759487	0	-0.262168377858903	0	0	33.4874852190091	0	-0.269614596209243	0	-0.0036220779482787	-0.190679892245815	0	0	0	-0.140764583148325	0	0	-0.4951718853466	-0.0655973168036013	0	-0.0785084792263326	0	0	-0.0227603634688822	-2.38612901097946	0	-0.764133258793329	-0.662590271448657	0	-0.314228160991011	0	-0.0456744294436419	0	0	-0.598095441235877	-1.72053816025973	-0.869878152836354	-0.4951718853466
