AATFBF	ABCF1BF	AGGF1BF	AGOBF	AKAP1BF	AKAP8LBF	APOBEC3CBF	AQRBF	BCLAF1BF	BUD13BF	CDC40BF	CPSF6BF	CSTF2TBF	DDX21BF	DDX24BF	DDX3XBF	DDX42BF	DDX52BF	DDX55BF	DDX59BF	DDX6BF	DHX30BF	DICERBF	DKC1BF	DROSHABF	EFTUD2BF	EIF3DBF	EIF3GBF	EIF3HBF	EIF4G2BF	EWSR1BF	EXOSC5BF	FAM120ABF	FASTKD2BF	FMR1BF	FTOBF	FUSBF	FXR1BF	FXR2BF	G3BP1BF	GEMIN5BF	GPKOWBF	GRSF1BF	GRWD1BF	GTF2F1BF	HLTFBF	HNRNPCBF	HNRNPKBF	HNRNPMBF	HNRNPUL1BF	IGF2BP1BF	IGF2BP2BF	IGF2BP3BF	KHSRPBF	LARP4BF	LARP7BF	LIN28BBF	LSM11BF	METAP2BF	MTPAPBF	NCBP2BF	NIP7BF	NIPBLBF	NKRFBF	NOL12BF	NOLC1BF	NONOBF	PABPC4BF	PABPN1BF	PCBP1BF	PCBP2BF	PHF6BF	PPIGBF	PRPF4BF	PRPF8BF	PTBP1BF	PUM1BF	PUM2BF	QKIBF	RBFOX2BF	RBM15BF	RBM22BF	RBM5BF	RPS3BF	SDAD1BF	SERBP1BF	SF3A3BF	SF3B4BF	SLBPBF	SLTMBF	SMNDC1BF	SND1BF	SRSF1BF	SRSF7BF	SRSF9BF	SSBBF	SUB1BF	SUPV3L1BF	TAF15BF	TARDBPBF	TIA1BF	TIAL1BF	TRA2ABF	TROVE2BF	U2AF1BF	U2AF2BF	UCHL5BF	UPF1BF	UTP18BF	WDR43BF	XPO5BF	XRCC6BF	XRN2BF	YBX3BF	ZC3H11ABF	ZC3H8BF	ZNF622BF	ZNF800BF	ZRANB2BF
PCBP1	0.043360296672027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.460158900467537	0	0	0.00851933009298961	1.26378298647294	0	0	0	0	0.368206824735339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321008613503386	0	0	0	0	0	0	1.12506050798157	0	0	0	0	0	0	2.18453781947875	0	0	0	0	0	0	0.00489249590449545	0	0	0	0	0	0.153851580933092	0	15.1290041241207	1.37524428043855	0	-0.0458347570929359	0	0	0	0	0	0	0	0	0	0	0.0304066556892643	0	0	0	0	0	0	0	0	0	0	0	0	0.396170974981671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0432519866531426	1.26378298647294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336269048330379	0	0	2.5501713459888	0	0	0	0	0	0	0.33819801442473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17443134643017	14.2378613491583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0945817360202514	0	0	0	0	0	0	0	0	0.0608895468546219	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF6	1.28872131765948	1.76442384111903	0	0	0	0	0	0	0	0	0	0	0	0.501488644358771	0	0	0	0	0	0	0	0	0	1.52204838391383	0	0	0	0	0	0	0	0.312845604586297	0	0	0	0	0	0	0	0	1.00165622197892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57759898059597	0	0	0	0	0	1.45830866643857	1.45217218920062	0	0	1.09095433715616	0	0	0	0	0	1.76442384111903	0	0	0	1.74689472220149	0	0	0	0	0	0	0	0	0.527696563790979	0	0	0	0	0	0.782213206432881	0	0	0	0	0.259654681875726	0	0	0	0	0	0	0.438399837261596	0	0	0.102354728609852	0	0	1.82194275637047	0	0	0	0	0	0	1.55061570343828	0	0	0
PPIG	-0.750008942224396	0	0	-0.261008556115916	0	0	0	-5.88476188089516	0	-0.886841028771947	-0.117495359312151	0	0	0	0.146385223109052	-3.02619120585483	0	0	-0.273361877130985	0	0	0	-1.41387521976873	-0.252386461228856	0	-1.70690223896376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.00761831014702	0	0	0.253437396105776	0	0	0	0	0	0	0	0	0	-0.3959586605286	-0.569833529696712	-0.156012249584929	0	0	-0.131265744797642	0	-0.642084320507176	-0.356029021989124	-0.765426316154523	0	0	-1.8719650028006	0	-1.12430975082929	0	-0.449847701325357	0	0	66.5890118860232	0	-1.49818744174642	-0.662801464561582	0	0	0	0	-1.98228409001668	-3.00236315696652	0	-1.55877338181276	0	0	-1.15090161159787	-3.92182715287878	0	0	-1.91679216720703	0	0	0	0	0	-0.986203367384749	0	0	0	-0.586042044650253	-0.00833642400797163	-0.00809834574783118	0	0	-0.258792329013285	0	0	0	0	0	0	-2.11423407804821	0	0	-0.558680319914051	0	-0.178693196428603	0
PRPF4	0	0	0	0	0	0	0	0	-0.104317016210898	0	0	0	0.422038411081979	0	0.0542448547716471	0	0	0	0	0	0	0	0	0	0	0.240243641619119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542260426560626	0	0	0	2.87042408081495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642084320507176	0	0	0	0	0	0	0	0	0	0	0	0	27.1521006718698	0	0	0	0	0	0.39268667443476	0.293911643381574	0	0	0	0	0	0	0.0569099764088516	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140114448715751	0	0	0	0	0.0329005223704355	0	0	0	0	0	0.422029356882314	0	0	0	0	-0.0124416422169411	0
PRPF8	-2.27050186341328	0	-0.225744178294697	-2.0705367899002	0	0	0	0	-3.26878636743558	-0.736987971143432	-0.131210896770223	0	0	0	-1.11080372652436	-1.01383498408598	0	0	-0.273361877130985	0	0	0	-0.43581795154454	-0.589257479528171	0	-0.487341627058993	0	0	0	0	0	0	0	0	0	0	0	0	-0.817601262535793	-0.0781142163545207	-0.898975227605341	0	0	-3.21496052965106	-0.0339063267784618	0	0	0	0	0	0	0	0	-0.996029012474166	-1.43940118651519	-1.09182949464423	-1.31387224015406	-0.121360879383355	-0.131265744797642	0	-0.3792631057002	-1.36950154096674	-1.140419963726	0	0	-1.61879594084059	0	-0.719489988812813	0	-0.00231127663045149	0	0	-1.5678692999379	-0.538412897506469	19.3678863870525	-0.661080826125656	-0.253157439405909	0	0	-0.0790700367432897	-0.293911643381574	0	0	-0.80271237653461	-0.785332173648454	0	-0.944167180468795	-1.63094198399855	0	0	-1.57738796204191	-0.226573731032844	-0.382644800222389	-0.506087840895878	0	0	-0.592932674504614	0	0	0	-0.375180356206334	-0.89889807269233	-0.957946462491003	0	-0.000143268270645392	-0.102354728609852	-3.91484784621326	0	-0.565207106885286	-0.0545695138664873	0	0	-0.422029356882314	-0.396006691576406	0	-1.10336446118957	-3.1522131982531	-2.78704023170195	0
PTBP1	3.46209617592053	1.40482885091204	0.225744178294697	0	0	0	0	0	0	0	0.11220775806382	0	0	0.420781829344147	0	0	0	0	0	0	0	0	0	3.13812910478063	0	0	0	0	0	0	0	0.235481973838558	0	0	0	0	0	0	0	0	0.670975949818751	0	0	0	0	0	0	0	0	0.340682881432837	0	0	0	0.0600080110194856	0	3.29082049150427	0	0	0	0	0	3.0570463743962	4.26168383491852	0	0	4.17102922346766	0	0.0333261376768252	0	0	0	1.40482885091204	0	0	0	5.71523708533943	0	0	0.244690570288466	0	0	0	0	0	0.302677567997364	0	0	0	0.340682881432837	0	0.799181477327544	0	0	0	0	0.156250785335064	0.198598473718432	0	0	0	0.0182439400437559	0	0.87252969335608	0	0	0.0045561757844763	0	0	1.34246273153439	0	0	0	0	0	0.0253097861578384	3.31906763075495	0	0	0
PUM1	0	0	0	0	0	0	0	0	0.0711519343434652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.110806444874107	0	0	0	0	0	0	0	0	0	0	0	0	0.162085579647227	0	0	0	0	0.0325295005163763	0	0	0	0	0	0	0	0	0	0	0	0	0.0381905031382537	0	0.131265744797642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0255967167095296	0	24.2992839928699	0	0	0	0	0	0	0	0	0	0	-0.771338958032792	0	0	-0.0901112334589149	0	0	0	0	0	0	0	0	0	0	0	0.314928997177328	0	0	-0.0702203527636937	0.287393800136759	0	0	0	0	0	0	0	0	0	0	1.37663050239349	0
PUM2	0	0	0	0	0	0	0	0	0	0	0.131210896770223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0180477669526591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600080110194856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48557603097622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335158368316721	0	0.0241987126374827	0	0	0	0	0.0045561757844763	0	0	0	0	0	0	0	0	0	0	0	0.0290614324932105	0
QKI	0.353859575182497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440983664025057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155907638657525	0	0.469233617769823	0	0	0	0	0	0.467776642328619	0.44623770986112	0	0	0.253508809412372	0	0	0	0	0	0	0	0	0	0.57445953866704	0	0	2.02840871283526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253097861578384	0.496624440457704	0	0	0
RBFOX2	-0.184490237971028	0	0	0	0	0	0	0	-0.366105129805081	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0114044857549066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0321008613503386	0	0	0	0	0	0	0	0	0	0	0	0	-0.0523379322803838	0	0	0	0	0	0	0	0	0	0	0	-0.188442241191015	0	-0.0333261376768252	0	0	0	0	0	0.259800911915433	0	0	0	0	0	37.0151189267088	0	0	0	-0.0304066556892643	0	0	0	0	0	0	-0.189964986450775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.430781361868277	0.0329005223704355	0	0	0	0	0	0	0	0	0	0	-0.0806162724272446	0
RBM15	0	0	0	0	0	0	0	0.308142756360113	0	0	0	0	0	0	0	0.648659786140672	0	0	0	0	0	0	-0.0114044857549066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321008613503386	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217532829177262	0	0.0381905031382537	0	0.193553001183715	0	0.00627923920286355	0	0	0	0	0	0	0.249133766074057	0	0	0	0	-0.282906541041079	0.259800911915433	0	0	0	0	0	0	31.8483538756249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0329005223704355	0	0	0	0	0	0.169223104625744	6.65298442960279e-05	0	0	0.0140271953639034	0.0543301176167075	0
RBM22	0	0	0	0	0	0	0	0.406156364233292	0	0.173069183851911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290745175964817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418578387899695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0381905031382537	0	0	0	0	0	0	0	0	0	0	0	0	0.00231127663045149	0	0	-0.729924542859476	0	0	0	0	0	0	0	0	37.0160473543108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586042044650253	0.821467613089966	0	0	0	0	-0.293433876140926	0	0	0	0	0	0.139425826492443	-6.65298442960279e-05	0	0	0	0	0
RBM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141680038080247	23.3606688922349	0	0	0	0.264761633173552	0	0	0	0	0	0.0585132414522539	0	0	0	0	0	0	0	0	0.00833642400797163	0	0	0	0	-0.0329005223704355	0	0	0	0	0	0	0	0	0	0	0	0
RPS3	0	0	0	0	0	0	0	-0.0649594641029652	0	0	0	0	0	0	0	1.01383498408598	0	0	0.0564838347358496	0	0.004599692095696	0	0	0	0	-0.0973634265544885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0523379322803838	2.24631810561511	0	0	0	0.131265744797642	0	0	0	0	0	0	0	0	1.01721287669159	0	0	0	0	-0.814529153179764	0	0	0	0	0	0	0	0	0	0	36.9463651754713	0	0	0	-0.0569099764088516	0	0	0	2.0806260324968	0	0	0	0	0.402849655530096	0	0	0	0	0	0	0	0	-0.102354728609852	-0.0329005223704355	0	0	0	0	0	0	0.093314213931746	0	0	0	0	0
SDAD1	1.55707237454684	0.454569343476327	0	0	0	0	0	0	0.892507488884561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252386461228856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780327987659011	0	0.670975949818751	0.0418578387899695	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00515097200945	0.0381905031382537	0	0	0	0	0.889408170145367	0.883468140186258	0	0	0.550654169312715	0	0	0	0	0	0.454569343476327	0.0217676692653963	0	0	0.34532157118942	0	0	0	0	0	0	0	0	6.4682327671961	0	0	0	0	0	0.0975332191409674	0	0.293606346199032	0.207834505026846	0	0	0	0	0	0	0.0182439400437559	0.00949999831091562	0.87252969335608	0	0	0	0.182629679184317	0	1.34246273153439	0	0	0	0	0	0	0.25081056636555	0	0.415944613238275	0
SERBP1	0.309506585457908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0940208739630213	0	0	0.217532829177262	0	0	0	0.534167046643903	0	0	0	0	0	0	0.194645673257487	0.267167750767457	0	0	0.0804759012751319	0.0980746750335043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49871863992419	0	0	0	0	0.189964986450775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0702203527636937	0	0	0	0	0	0	0.0509467686719568	0	0	0	0	0	0
SF3A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179796986806763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.488746545693589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101104556096337	0	0	0.0248048761767243	0	0	0	39.5340636849808	1.61224090918618	0	0	1.57247915292504	0	0	0	0	0	-0.091057330767344	0	0	0	0	0	-0.00809834574783118	0	0	0.0702203527636937	0	0	0	0	0	0	0.293945551201986	0	0	0	0	0	0
SF3B4	-1.30995116337661	0	0	-0.465544863498221	0	0	0	-1.4645634503251	-2.62647812431897	-0.173069183851911	-0.131210896770223	0	0	0	-0.201808294241223	-1.10512891788786	0	0	-0.276105332823334	0	0	0	-0.0950805685116862	-0.589257479528171	0	0	0	0	0	0	0	-0.105761509722854	0	0	0	0	0	0	-0.0281693431224062	0	-0.72162589662043	0	0	-3.00532301054864	0	0	0	0	0	0	0	0	0	-1.48718608633773	-1.26128236726316	-0.9813399330646	-0.112191723181122	0	0	0	0	-0.642464749506651	-0.666511361455613	0	0	-0.87974339898716	0	-1.12430975082929	0	0	0	0	-2.49193067321502	0	-0.60117891878968	-0.661080826125656	-0.771269006742895	0	0	0	-0.0578415145054432	-0.272749064006046	0	-0.339092068186784	-0.348058610614587	0	0	30.9444597250652	0	0	0	0	-0.293606346199032	-0.0956144167897319	0	-0.0353640075282824	-0.227391616150359	0	0	0	-0.586042044650253	-0.530837925153221	-0.934436019794302	0	0	-0.102354728609852	-2.47545694292044	0	-0.767040177256676	0	0	0	0	-0.0667683188348436	0	-0.807002418671681	-1.32555864343479	-0.652786225418597	0
SLBP	0.471211765491737	0	0.516441103473551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0852067077340689	0.541949351326155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421268514653036	0	0	0	0	0	0.573907896179309	0	0	0	0	0	0.550100696899231	0.556456952004213	0	0	0.327572278870454	0	0	0	0	0	0	0	0	0	0.661080826125656	0	0	0	0	0	0	0	0	0	0	0	0	0.421268514653036	0	0.297949814684112	0	0	0	0	0	0.401410959986252	0	0	0	0	0	0.542740112782721	0	0	0	0	0	0	0	0	0	0	0	0	0.581169687072862	0	0	0
SLTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07263138077847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMNDC1	2.00122338853216	0.44838445208658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325083976293635	0	0.33332928741174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.470105802823211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349030964655315	0	0	0.131265744797642	0	0	0.550100696899231	0.559018747255009	0	0	1.53554104581674	0.399155188305035	0	0	0	0	0.44838445208658	0	0	0	0.539729347878872	0	0	0	0	0	0	0	0	0	0	1.7834930394586	1.18502157563709	0	0	28.6047559605601	0	0	0	0	0	0.227391616150359	0	0	0	0.0112062849298065	0	0	0	0.000143268270645392	0	-0.20925612804603	0	0.218350173598408	0	0	0	2.11423407804821	0	0	0.725945728388544	0	0	0
SND1	0	0	0	0	0	0	0	-0.100215903221903	0	-0.0666502176831763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.558662855467164	0	0	0	0	0	0.0314636958993453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.794394027173182	0	0	0	0	0	0	0	0	1.5207399274413	0	0	0	0	0	0	-0.189964986450775	31.1215762112893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF1	0.219470658527487	0	0	0	0	0	0	-0.476164943629095	0.0711519343434652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0321008613503386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254819743103288	0	0	-0.0569099764088516	0	0	0	0	33.6954914183593	0.207834505026846	0	0	0	0	0	0	0.0182439400437559	0.00949999831091562	0.358713845026041	0	0	0	0.499642366891444	0	0	0	0	0	0	0	0	0	0	0	0
SRSF7	0.246007608355635	0	0	0	0	0	0.0242678429749317	0	1.0115126333072	0	0.131210896770223	0.205559529447524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794747520336889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600080110194856	0	0	0.0381905031382537	0	0.131265744797642	0	0	0	0	0	0	0	0	0.0582853028904867	0	0	0	0	0	0	0	0	0.00542628048190785	0	0	0	0	0	0	0.0017718217808164	0.343568489950577	0	0	0	0	0	0.110269500170088	0	0.293606346199032	5.39070053225872	0	0	0	0	0	0	0.375180356206334	0.530837925153221	0.903891989761957	0	0.265872441926554	0.0045561757844763	0.704944517283379	0	0	0	0	0	0	0.0330547267735446	0	0	1.03114218213417	0.497728717137567	0
SRSF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304066556892643	0	0	0	0	0	0	0.189964986450775	0	0	0	3.91649743406815	0	0	0	0	0	0	0	0	0	0	0.0702203527636937	0	0	0	0	0	0	0	0	0	0	0	0	0
SSB	0.219470658527487	0.454569343476327	0	0	0	0	0	0	0	0	0	0	0	0.420781829344147	0	0	0	0	0	0	0	0	0.667053105386149	0.252386461228856	0	0	0	0	0	0	0	0.235481973838558	0	0	0	0	0	0	0	0	0.230462573443425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259155244605241	0	0	0	0	0	0.245075204158679	0.168378192622297	0	0	0.097650244544323	0	0	0	0	0	0.454569343476327	0	0	0	0.34532157118942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0975332191409674	0	0	0	0	7.49683601910835	0	0	0	0	0	0	0	0	0	0.0045561757844763	0	0	0.385336404567078	0	0	0	0	0	0	0.25081056636555	0	0	0
SUB1	0.353859575182497	0	0.162220930120141	0	0.0603157724041528	0	0.322435949893294	0	0	0	0	0	0	0	0	0.0752679010224151	0	0	5.29897043063793	0	0.62466634293526	0	0	0.011201770329661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477411111625925	0	0	0	0	0	0	0	0	0.283884265223166	0	0	0	0	2.22565943364687	0.0312685905734105	0	0	0	0	0	0.550100696899231	0	0	0	0.237474573035206	0	1.55848447179321	0	0.449847701325357	0	0	0	0	0	0.0981987693374542	0	0	0	0	0	0	0	0.961701839988025	0	0	0	0	0.283884265223166	0	0.331834009182515	0	0	0	0	0	12.3504814288553	0	0	0	0.0845218168015494	0	0.00809834574783118	0	0	0	0	0	0	0	0	0	0	0.093314213931746	0	0	0	0	0
SUPV3L1	0	0	0	0	0	0	0	0.476164943629095	0	0.173069183851911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235102492190025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321008613503386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227184642038263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0225690466982	0	0	0	0.530837925153221	0	0	0	0	0	0	0	0	0	0	0.169223104625744	0	0	0	0	0	0
TAF15	0	0	0	0	0	0	0	0	0	0	0.156598469962137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315389943755531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279839731019773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354667852567093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335158368316721	0	0.204939324605726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230778568288323	0
TARDBP	0	0	0	0	0	0	0	0	0	0	0.0981857055365458	0	0	0	0	0	0.211142566783457	0	0	0	0	0	0	0	0	0	0	0	0	0.0501429836589326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0901112334589149	0	0	0	0	0	0	0	0	9.18393565407638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIA1	0.259749233343493	0	0	0	0	0	0	0	0.316076802354726	0	0.4795049420325	0	0	0	0	0	0	0	0	0	0	0	-0.20150086537106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871534996794323	0	0	0	0	0	0	0	0.0894626459362584	0	0	0	0.111938176399728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612881881931925	0	0	0	0	0	0	0	0	0.109227390393745	0	0.121633563483586	0.207834505026846	0	0	0.140987210420357	0	0	0	25.4825900762309	7.30237654069803	0	0	0.324879100454394	1.57930560385187	0	0	0	0	0	0	0	0	0	0	0	0	0
TIAL1	0.232147149154449	0	0	0	0	0	0	0	1.22268275078157	0	0.131210896770223	0	0	0	0.0187174041572929	0	0	0	0	0	0	0	-0.0114044857549066	0	0	0	0	0	0	0	0	0.105761509722854	0	0	0	0	0	0	0.162085579647227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600080110194856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18255329107646	0	0	0	0	0	0	0	0	0	0	0.121633563483586	0.273605041947415	0	0	0	0.103311521816895	0	0	7.46325592078013	18.220296281467	0	0	0.0941184697011461	0.646661083269461	0	0	0	0	0	0	0	0	0	0	0	0	0
TRA2A	0.750008942224396	0.135526777383949	0.631086168087103	0	0	0	0	0.00193740893665839	0.316076802354726	0	0	0.603087293825046	0	0	0	0	0	0	0	0	0	0	0	0.455354262469342	0	-0.170237989433709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321008613503386	0	0	0	0	0	0	0	0	0.280919411804117	0	0	0	0	0	0.491636499123919	0	0	0	0	0	0.467776642328619	0.44623770986112	0	0	0.188442241191015	0	0	0	0	0	0.135526777383949	0	0	0	0.661080826125656	0.0132388627321221	0	0	0	0	0	0	0	0.550463040091407	0	0	0	0.280919411804117	0	0.110269500170088	0	0.293606346199032	0.273605041947415	0	0	0.0514153019580051	0	0	0	0	0	15.4671816208182	0	0	0	0.298596702214839	0	0.0798577560658645	0	0	0	0	0	0	0.526964160153503	0.664828459739184	1.83820655073849	0
TROVE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126161963173039	0	0	0	0	0	0	0.0114044857549066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26318177918199	0	0	0	0	0	0.123217541151621	0	0	0	0	0	0	0.208343601780781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45648118777671	0	0	0	0	0	0	0	0	0	0.0667683188348436	0	0	0	0	0
U2AF1	0.168578461146615	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0397182610970961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804779836157468	0	0	0.00424811729534756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242154586506262	0	0	0.273605041947415	0	0	0	0	0	0	0.586042044650253	0.0825615535342293	0	0	23.2870633957101	4.81391303844915	0	0	0	0	0	0	0	0	0	0	0.0874622679061212	0	0
